label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
shallow_squat,0.479076326,0.304759979,0.554584086,0.998115361,0.49885267,0.354145348,0.09065517,0.999837995,0.666302383,0.333528519,0.418375313,0.999555111,0.659645259,0.568837643,-0.1272531,0.999928832,0.795451224,0.558229804,0.125415966,0.99989754,0.465912163,0.601113677,0.163246736,0.954150498,0.734067321,0.615402937,0.57797277,0.585838616,0.524672568,0.827563226,-0.014565211,0.945921481,0.753589869,0.791746199,0.479028672,0.769915581
shallow_squat,0.454445064,0.30760327,0.49621129,0.996545911,0.477138817,0.346247613,0.045919221,0.999632716,0.64630264,0.307198077,0.408652276,0.998472571,0.690198302,0.574003994,-0.153456077,0.999943376,0.81396842,0.55215168,0.15181534,0.999906123,0.460530162,0.60632211,0.029775055,0.945657313,0.679913044,0.600924194,0.600504935,0.358825773,0.515152097,0.832236528,-0.090835117,0.951943696,0.742227793,0.788636148,0.641169965,0.67329669
shallow_squat,0.454967082,0.307471395,0.420940727,0.996209681,0.463117808,0.352724016,-0.05473052,0.999648929,0.627251327,0.297979176,0.396543026,0.996632874,0.700592875,0.564330935,-0.162601888,0.99994719,0.815290391,0.538235903,0.160926506,0.999899089,0.465237617,0.619027793,0.075166173,0.951763809,0.677450955,0.596593738,0.638586342,0.255734444,0.521772861,0.851922989,-0.069446772,0.957786322,0.743057489,0.776679575,0.652711272,0.653434873
shallow_squat,0.453925967,0.288406283,0.43596977,0.991734326,0.460715413,0.328869492,-0.007274793,0.999540687,0.624535561,0.282026529,0.381029874,0.993979275,0.705013514,0.519728482,-0.146570474,0.999944091,0.818254888,0.510039926,0.144968346,0.999885082,0.470967948,0.62777549,0.040996149,0.957916141,0.703693628,0.624638975,0.521326363,0.24775134,0.516814291,0.854650795,-0.08298897,0.961844862,0.753389418,0.804315031,0.543791771,0.686532557
shallow_squat,0.454084575,0.269768149,0.595085025,0.995135963,0.334643304,0.333809912,0.282373071,0.999278724,0.505560875,0.359165251,0.253683686,0.998740315,0.318311989,0.561205983,0.042730402,0.999970615,0.429857194,0.571277797,-0.043456655,0.999970317,0.284083396,0.575865448,0.378563195,0.814726651,0.542894483,0.56701088,0.324665308,0.847306252,0.295108706,0.709806442,0.28448689,0.922162294,0.477369577,0.738154411,0.243355796,0.962221682
shallow_squat,0.440192223,0.267077178,0.506709039,0.998396218,0.326517582,0.324108273,0.23509492,0.999635875,0.487426609,0.350679517,0.217644781,0.999511421,0.299413323,0.545252025,0.044975135,0.999975443,0.411816239,0.558385491,-0.045706082,0.999974906,0.301024675,0.568380892,0.335115433,0.853376269,0.525057137,0.573586106,0.22731179,0.916028798,0.278877795,0.714128733,0.141023293,0.933763206,0.460103333,0.741803944,0.057003934,0.972939253
shallow_squat,0.432216465,0.273927838,0.536138594,0.999417424,0.324231654,0.325083137,0.266277671,0.999741256,0.482724965,0.351125509,0.238979459,0.999759197,0.300928593,0.542549253,0.051059045,0.99997586,0.409902394,0.554155767,-0.05184634,0.99997431,0.301519036,0.568187475,0.312196076,0.891536772,0.52098155,0.577967644,0.215737537,0.95093751,0.278645605,0.713395059,0.105167158,0.940023065,0.455169618,0.74125582,0.024452845,0.978515685
shallow_squat,0.442015111,0.241089404,0.517620683,0.99966985,0.323311001,0.296999633,0.245024994,0.999767244,0.491532505,0.325125128,0.199824139,0.999834597,0.300360382,0.514427364,0.06196877,0.999971449,0.408089191,0.530842423,-0.062631674,0.999972761,0.307032019,0.575206339,0.276613712,0.839974463,0.516821384,0.591657221,0.127145052,0.952054739,0.275111288,0.754281998,0.028841579,0.928659618,0.466920078,0.780502677,-0.095410787,0.981854439
shallow_squat,0.552340329,0.27488336,0.560877621,0.996983826,0.534508765,0.354285508,0.174955085,0.999653518,0.699783385,0.317973047,0.378947139,0.999355793,0.673283517,0.571062148,-0.102784172,0.999943376,0.778708458,0.539927721,0.101807341,0.999846041,0.456489682,0.583172619,0.063099146,0.931726158,0.684109509,0.559086442,0.419999421,0.561546385,0.577976465,0.77066803,0.062599629,0.917853773,0.742058158,0.685893953,0.446027368,0.535496771
shallow_squat,0.553669572,0.274581432,0.528758526,0.998277247,0.532987535,0.357482404,0.137501463,0.999682426,0.70069015,0.31699127,0.353117883,0.999147892,0.699261069,0.56890285,-0.10524641,0.999944866,0.790258586,0.528124273,0.104324892,0.999836266,0.475530714,0.583204448,0.043312784,0.951690018,0.66708976,0.546411276,0.455703646,0.451855838,0.58788085,0.769996703,0.022055477,0.921561658,0.743793547,0.660940051,0.510927677,0.477611154
shallow_squat,0.554151177,0.284283817,0.546457052,0.998289108,0.532327652,0.357779294,0.155634955,0.999660373,0.705901384,0.315775871,0.374040216,0.999006033,0.69875747,0.555606425,-0.117215313,0.999949098,0.797353625,0.520683706,0.116219029,0.999841034,0.480607092,0.579707444,-0.019528199,0.951015711,0.659448862,0.54158926,0.482254118,0.299285382,0.586824775,0.768242955,-0.058796823,0.907077968,0.736590564,0.677791417,0.506162822,0.404883265
shallow_squat,0.54415369,0.28798297,0.5223068,0.998234272,0.534098685,0.348310322,0.137815133,0.999625325,0.696058989,0.314554513,0.383764476,0.998483181,0.702669144,0.543017209,-0.119806051,0.999947131,0.796907187,0.51302129,0.118771955,0.999816954,0.485882044,0.585558236,0.003532931,0.946590483,0.648670852,0.538261533,0.470965892,0.229153022,0.578858912,0.780830741,-0.103087917,0.918999255,0.725373864,0.685224116,0.461822301,0.395902097
shallow_squat,0.54412812,0.288304359,0.581339777,0.997599959,0.533560693,0.346888304,0.19318223,0.999625981,0.697599709,0.308159679,0.409166932,0.998196781,0.699214339,0.536321104,-0.113432243,0.999946535,0.801393211,0.505880296,0.112444773,0.999802113,0.488295943,0.589461565,-0.026162889,0.942837536,0.665340245,0.538723171,0.470849484,0.191177949,0.582722127,0.788838446,-0.104066014,0.926208496,0.737111151,0.687227905,0.526084125,0.384538054
shallow_squat,0.547816038,0.275859892,0.561032772,0.993620217,0.531335175,0.335012168,0.163477659,0.999307752,0.70175463,0.298942655,0.378684759,0.996538341,0.6978634,0.520237684,-0.1101868,0.999926567,0.805860758,0.493846983,0.10912323,0.999760807,0.498139709,0.596687675,-0.08799959,0.953854382,0.687001705,0.532940209,0.439262778,0.17663078,0.593898118,0.797636509,-0.220616907,0.940768778,0.756802619,0.695369124,0.49244082,0.36611259
shallow_squat,0.506899714,0.233810782,0.395468861,0.998882413,0.32951501,0.278631717,0.27974844,0.999666989,0.494703859,0.300758272,0.081597522,0.999392033,0.250317305,0.507715702,0.109694451,0.999980807,0.360591203,0.524398983,-0.11067418,0.999959171,0.313399374,0.603228033,0.265784711,0.802201569,0.525393128,0.579437315,0.017224213,0.867082179,0.252691418,0.783816278,-0.067381449,0.946990013,0.47762537,0.824339092,-0.301125169,0.898828804
shallow_squat,0.505852282,0.229042843,0.372629136,0.999470949,0.331707686,0.276590288,0.254601508,0.999694288,0.496903121,0.290787369,0.068373814,0.999708474,0.247433662,0.502668917,0.11045979,0.999988139,0.358853489,0.523272872,-0.111500069,0.999981284,0.320139229,0.596980453,0.252971649,0.799358726,0.521707714,0.583353579,0.013137955,0.944120824,0.252588123,0.784379065,-0.080700718,0.954434395,0.476951927,0.826911569,-0.31394583,0.958213568
shallow_squat,0.506367147,0.215324581,0.390202284,0.999677002,0.335942239,0.264985651,0.264382571,0.999696434,0.499253333,0.278923541,0.075696044,0.999820471,0.254897207,0.491168976,0.111517198,0.999990284,0.363565624,0.508077502,-0.112566143,0.999989212,0.321665883,0.600169837,0.295389146,0.79692173,0.519392431,0.583378613,-0.017156789,0.971386075,0.252930909,0.78420347,0.009609368,0.956975102,0.476112992,0.828158915,-0.338955492,0.979415476
shallow_squat,0.521035314,0.210590348,0.420626163,0.99970907,0.309784919,0.275074989,0.365014404,0.999140084,0.452222168,0.274860978,-0.011959128,0.999858677,0.191064999,0.547406197,0.172644183,0.9999789,0.283108473,0.555488229,-0.173287183,0.999987066,0.349047214,0.641344488,0.311195374,0.709742904,0.508343458,0.612509072,-0.133366913,0.983134449,0.224132776,0.854833424,0.158426553,0.910661578,0.421638727,0.879840255,-0.305998504,0.988241196
shallow_squat,0.45977211,0.215253413,0.465283304,0.999495685,0.308122337,0.297144681,0.458299369,0.997392058,0.402018309,0.291614324,0.051217061,0.999817371,0.214448303,0.567624807,0.1830841,0.999923885,0.240743786,0.558932126,-0.183181897,0.999967933,0.414440751,0.633018851,0.100586399,0.786411464,0.448725164,0.569807112,-0.316189885,0.992688417,0.274861395,0.861056924,-0.104463287,0.925757825,0.412654191,0.881378174,-0.557354867,0.994373798
shallow_squat,0.516638279,0.238911048,0.216065913,0.999890745,0.321813822,0.308943897,0.232220724,0.999008834,0.455875248,0.303610891,-0.09615539,0.999802113,0.182142258,0.574378729,0.122073628,0.999916077,0.258778334,0.585745931,-0.122516878,0.999967873,0.33208847,0.637769282,0.408846229,0.410613239,0.435326815,0.649659097,-0.035369836,0.97777009,0.269438028,0.844026029,0.266749829,0.787595451,0.403023899,0.888679504,-0.248066396,0.985827446
shallow_squat,0.511866987,0.233580977,0.194479555,0.999947011,0.321914762,0.295137703,0.262646794,0.999135375,0.440650135,0.29088378,-0.122377597,0.999747574,0.199202046,0.560039878,0.140730038,0.999894083,0.247604117,0.562910438,-0.140918657,0.999953508,0.326743633,0.653749645,0.422366589,0.337879509,0.439222366,0.647522748,0.000331272,0.974355757,0.265372366,0.860253692,0.305808157,0.721182466,0.390258372,0.887003005,-0.125860125,0.982038498
shallow_squat,0.509635687,0.225644037,0.354844123,0.999950171,0.353844643,0.281986594,0.168834373,0.999711931,0.505785346,0.31430006,-0.023057178,0.9999668,0.272383451,0.546856821,0.117875613,0.99992007,0.36361146,0.575544357,-0.118447348,0.999987602,0.342177868,0.603326261,0.599615335,0.121232443,0.541782141,0.624041796,0.108020186,0.964343607,0.307517052,0.754375756,0.721118152,0.413842887,0.489599615,0.83956033,0.09120135,0.951747954
shallow_squat,0.510226429,0.267968774,0.51418376,0.99973464,0.39766407,0.322485238,0.253678113,0.999686599,0.552980661,0.334008425,0.204667807,0.999913692,0.377281278,0.528816938,0.053926967,0.999951661,0.475295246,0.543286741,-0.055063795,0.999979258,0.399563998,0.597215533,0.413294017,0.44735229,0.603893518,0.532549858,0.198791727,0.912230968,0.396845818,0.728763103,0.176171347,0.696614623,0.605641425,0.728024065,-0.04597288,0.935180128
shallow_squat,0.512575388,0.253227443,0.460840225,0.998880744,0.392662287,0.305065215,0.232898548,0.999497652,0.543171287,0.319654226,0.154068857,0.999817193,0.360242009,0.497753382,0.05849525,0.999937892,0.454553306,0.51039052,-0.059260998,0.999960661,0.410878032,0.571319282,0.242230922,0.56645155,0.573943555,0.550468743,0.064595014,0.92186749,0.394542873,0.742106438,-0.075791344,0.801669598,0.604715109,0.757214427,-0.246458098,0.956030965
shallow_squat,0.49325195,0.241015449,0.519027531,0.997783065,0.385780483,0.297900259,0.231176749,0.999300599,0.53078723,0.310770482,0.20119743,0.999702036,0.354953945,0.47726655,0.042214561,0.999925077,0.449205995,0.487219006,-0.042882979,0.999944746,0.396924287,0.608873129,0.139190361,0.65402168,0.54716599,0.56860584,0.045183942,0.928739309,0.384727001,0.75010258,-0.064451933,0.853130043,0.588070214,0.761500716,-0.174105331,0.963695288
shallow_squat,0.48971048,0.235933438,0.50845623,0.994084537,0.384502381,0.295778394,0.229687795,0.99891144,0.526345134,0.304675162,0.167942449,0.999436498,0.350657761,0.477373153,0.052565608,0.999874175,0.444159985,0.486439019,-0.053207081,0.999876857,0.401519299,0.593366623,0.143186659,0.734337807,0.544537365,0.570917428,0.089383349,0.928610265,0.382248074,0.759354293,0.031937473,0.884011805,0.579299986,0.758784652,-0.018043663,0.959192395
shallow_squat,0.408522546,0.249819547,0.334246397,0.998154879,0.254542351,0.307533592,0.271552593,0.999425113,0.402955234,0.308268756,0.025264293,0.999786735,0.1849567,0.555896699,0.099338107,0.999937713,0.287026882,0.564664662,-0.100149326,0.999954462,0.229498237,0.617823958,0.439745128,0.448487341,0.456217438,0.60142678,-0.026769549,0.951931357,0.205972478,0.788669586,0.269730836,0.801580608,0.386060715,0.805195212,-0.29126507,0.969899893
shallow_squat,0.410772502,0.245349765,0.353380799,0.999260902,0.25838235,0.301975012,0.256646544,0.999509394,0.404211253,0.303089321,0.043885306,0.999854028,0.186863154,0.551247001,0.099599734,0.999925971,0.288084239,0.55626148,-0.100359783,0.999958456,0.224274978,0.633080482,0.324601501,0.51714474,0.45174849,0.617800534,-0.0383217,0.970046461,0.207675233,0.816520035,0.086857691,0.846407652,0.390947014,0.824766636,-0.301041812,0.977917314
shallow_squat,0.403328806,0.239883095,0.369497478,0.999656916,0.257587045,0.302020669,0.233178899,0.999535322,0.404785961,0.300804108,0.060833812,0.99987936,0.187111825,0.550516546,0.092598945,0.999931395,0.289816469,0.554589272,-0.093555756,0.999964237,0.219898179,0.63620472,0.305674613,0.602808595,0.450862467,0.622177482,-0.031538803,0.98038286,0.208048522,0.819396913,0.040496815,0.879932165,0.392263919,0.829849839,-0.311398178,0.983119309
shallow_squat,0.407309383,0.23554413,0.353432506,0.999851227,0.255968571,0.299166471,0.216488868,0.999618411,0.405905873,0.296926022,0.063783884,0.999902308,0.189983845,0.545660138,0.088721424,0.999938846,0.297118336,0.553413689,-0.089558154,0.999969423,0.217659667,0.634772658,0.300351977,0.699994266,0.457716614,0.624535322,-0.043721143,0.986774623,0.208194196,0.822387934,0.017213179,0.912287116,0.397973061,0.834030628,-0.339254111,0.987754345
shallow_squat,0.406585246,0.235171825,0.362169743,0.999924779,0.25519681,0.299642891,0.2215157,0.999686062,0.406359524,0.298159838,0.066743292,0.999918878,0.188895345,0.54537344,0.094308563,0.999952137,0.296659023,0.553401947,-0.095241837,0.999975801,0.218009874,0.635233998,0.318160594,0.729053974,0.457291096,0.625404358,-0.036061257,0.989829838,0.208358124,0.823253036,0.028879806,0.921284914,0.398008317,0.834946632,-0.334799558,0.989317417
shallow_squat,0.71782434,0.163723648,0.161071897,0.999432743,0.735543311,0.242030799,-0.2535685,0.999761999,0.860277653,0.227665856,0.170993164,0.998362064,0.845603764,0.583611906,-0.175312817,0.999926209,0.898536801,0.565758049,0.175186679,0.99945575,0.583854139,0.675556421,-0.241233692,0.958772659,0.646505773,0.584191799,0.381823987,0.211731955,0.675085425,0.928164184,-0.283610821,0.956594288,0.727004051,0.726590335,0.55951798,0.192822143
shallow_squat,0.565321803,0.274439991,0.372372359,0.990888894,0.539140403,0.339904159,-0.029596034,0.997301996,0.690653503,0.334206969,0.246119246,0.998316646,0.630328178,0.567458808,-0.129614756,0.999683321,0.725552261,0.557726622,0.1280545,0.999542058,0.505388677,0.594541728,0.095041946,0.832101405,0.675382435,0.614211977,0.546544373,0.487965852,0.578574896,0.758578062,-0.243672192,0.841639876,0.697680593,0.745683193,0.270287097,0.744751275
shallow_squat,0.564067602,0.243841976,0.52119714,0.994945943,0.540246248,0.308419049,0.10942176,0.998472631,0.692367911,0.300940394,0.386446744,0.997908711,0.629496932,0.530340016,-0.127695575,0.999825954,0.727679551,0.520325065,0.126538321,0.999719441,0.526377141,0.607655585,-0.047679164,0.899266005,0.667842031,0.606335878,0.395287424,0.430584103,0.584013641,0.788897753,-0.435637087,0.915179849,0.698376417,0.777349949,0.064474441,0.757992744
shallow_squat,0.454962134,0.275491238,0.058547713,0.989021003,0.50603205,0.344451696,-0.243156582,0.998901069,0.566705108,0.325696111,0.142523259,0.988256931,0.613057196,0.564422607,-0.14876537,0.999768496,0.639368176,0.55349952,0.148456782,0.999087811,0.453300148,0.5493384,-0.093635052,0.953713596,0.502723336,0.581304252,0.377033949,0.436660677,0.530080914,0.743366539,0.006647608,0.962452888,0.549893975,0.739461362,0.519832373,0.686608613
shallow_squat,0.461091608,0.251781434,0.117201447,0.987002254,0.496485382,0.318554521,-0.191172123,0.998920321,0.570017576,0.312281787,0.11506927,0.990453303,0.598083079,0.53044343,-0.132363319,0.999877751,0.64188379,0.521313131,0.131872103,0.999502599,0.465553313,0.547563136,-0.119683869,0.956088126,0.551876783,0.594922543,0.421347082,0.414245874,0.505594134,0.742788196,-0.070339464,0.95949775,0.603130758,0.714194953,0.611425698,0.651920795
shallow_squat,0.447656602,0.250152528,0.060188167,0.990779221,0.527111113,0.310020357,-0.202337742,0.999255002,0.549514949,0.319596499,0.199813157,0.992141664,0.617535472,0.519281268,-0.140994355,0.999887228,0.624286354,0.522339106,0.140706018,0.999523461,0.504448533,0.535776496,-0.252934933,0.966894865,0.507014215,0.606941164,0.103760533,0.581721008,0.561503708,0.727665901,-0.270565331,0.969714642,0.544079959,0.754477739,0.099320255,0.75577122
shallow_squat,0.470796257,0.251864344,0.046397388,0.99279964,0.547957897,0.300056189,-0.158217311,0.99908185,0.535697937,0.323415458,0.266031861,0.985248983,0.632139444,0.509371579,-0.15115504,0.999709308,0.613128841,0.529452562,0.151108086,0.999039471,0.526138127,0.517892003,-0.379125684,0.977493048,0.475031167,0.601993561,0.026384665,0.686531901,0.610041797,0.723903,-0.454751104,0.980140746,0.52221632,0.7635777,-0.046282589,0.831338048
shallow_squat,0.466247201,0.263534814,-0.046778966,0.996042073,0.563793182,0.305941135,-0.223481596,0.998940468,0.533767045,0.322506189,0.170449942,0.987593949,0.651930749,0.513940513,-0.124563761,0.999489129,0.625420928,0.526156962,0.124772154,0.999079466,0.541687131,0.562374711,-0.269114465,0.983444691,0.504040539,0.609931946,0.013840673,0.78093189,0.613276541,0.746235907,-0.269877017,0.983349442,0.537458718,0.775231838,-0.007896515,0.883167922
shallow_squat,0.451099247,0.242859244,-0.046137635,0.997433126,0.547534704,0.300903171,-0.210793108,0.998958886,0.512025595,0.318654358,0.180413142,0.989283979,0.644465208,0.510822833,-0.133030877,0.999187171,0.61881578,0.518240869,0.133117631,0.998756349,0.527451277,0.556769609,-0.237054318,0.978296101,0.506725132,0.608763754,0.095690243,0.778757334,0.571146905,0.760562003,-0.206184909,0.975981653,0.567995489,0.761875391,0.107723273,0.850679338
shallow_squat,0.515182793,0.312603384,0.259694219,0.997899771,0.550704539,0.384479433,-0.117566638,0.999325633,0.660878539,0.407930166,0.261010915,0.992018938,0.668413758,0.67157352,-0.150221348,0.99969703,0.76318723,0.664811969,0.149130657,0.999484777,0.46161291,0.677709103,-0.048800819,0.979530931,0.666998029,0.746675134,0.468080699,0.643569052,0.521500885,0.91517359,-0.055778001,0.970289409,0.717349172,0.908118129,0.521074831,0.797885299
shallow_squat,0.545392632,0.337263405,0.282880455,0.99665308,0.560197651,0.386472225,-0.110223204,0.999256074,0.666624129,0.413344353,0.213211104,0.992813766,0.654003382,0.659085691,-0.142249659,0.999732316,0.730804741,0.640770078,0.141386837,0.999520361,0.469350457,0.691886365,-0.169276431,0.979296625,0.643708169,0.731599689,0.319973499,0.70606637,0.521465123,0.919981778,-0.16824317,0.960794926,0.699475884,0.910056114,0.371059239,0.810084879
shallow_squat,0.548799276,0.339123726,0.289383769,0.99624598,0.561812282,0.380492419,-0.110476673,0.999301314,0.656514823,0.406045586,0.243170977,0.994558752,0.655736744,0.653939426,-0.14497602,0.999786794,0.723935246,0.631134987,0.144124195,0.999607801,0.475366503,0.69734633,-0.199640453,0.98256439,0.640268028,0.729107499,0.238658413,0.789985776,0.526536942,0.923967957,-0.220308825,0.963877141,0.700355709,0.911103904,0.256996572,0.848391831
shallow_squat,0.537264943,0.334553182,0.331697404,0.996726692,0.568404078,0.378352493,-0.068168364,0.999293268,0.654410601,0.417148411,0.30249989,0.996008515,0.653993845,0.645584583,-0.144293889,0.999844074,0.718399882,0.636991858,0.143332496,0.99968648,0.472765565,0.697336078,-0.194346815,0.982399881,0.636979103,0.733141601,0.258909553,0.843118072,0.52294004,0.922142625,-0.24021776,0.960767806,0.697507203,0.911820829,0.260115236,0.858604312
shallow_squat,0.508624911,0.248148739,0.140373871,0.99891746,0.527394116,0.341140866,-0.270829082,0.999704123,0.685226977,0.302964777,0.152561113,0.998416722,0.690044284,0.611750603,-0.170965597,0.999943614,0.793040216,0.580194592,0.170052081,0.999857426,0.49426204,0.618164241,0.136236653,0.9494192,0.687175751,0.581169665,0.766253471,0.344286352,0.588414907,0.825930834,0.047121994,0.964138269,0.738257885,0.735468447,0.823659718,0.632040381
shallow_squat,0.511348784,0.31022951,0.398350298,0.998850048,0.492918074,0.340604573,0.007372653,0.999801695,0.666623294,0.336433858,0.294917703,0.997846067,0.604180813,0.572777212,-0.127857938,0.999963224,0.709356785,0.558039904,0.126391307,0.99987787,0.477320492,0.57886827,-0.002605519,0.947180927,0.613796532,0.59411782,0.455415845,0.320539683,0.530145347,0.777160108,-0.246809453,0.962169707,0.674590647,0.760357857,0.254471838,0.653500557
shallow_squat,0.522808075,0.270570189,0.525523365,0.998453259,0.492798209,0.326238424,0.063009098,0.999806881,0.671077132,0.320819676,0.339401513,0.99707526,0.601366758,0.551379383,-0.123762153,0.999970078,0.713978648,0.534891605,0.122501321,0.999890268,0.491980195,0.571828604,0.03237782,0.948394299,0.654982746,0.589909852,0.523929894,0.400162369,0.539068758,0.779671371,-0.137760028,0.963401139,0.69805038,0.768046021,0.468957514,0.745736003
