label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
lumbar_error,0.877615154,0.1877013,-0.002104594,0.998942792,0.631236136,0.200122595,0.404268473,0.993475437,0.647138536,0.182032704,-0.37658897,0.998601556,0.54585278,0.308988094,0.516465724,0.074136406,0.542184532,0.345806599,-0.303259134,0.651904762,0.625168741,0.302837163,0.421361864,0.037303749,0.509020627,0.415466368,0.05013188,0.281595498,0.22109291,0.401002407,0.222491145,0.981387317,0.1510676,0.402449638,-0.221644461,0.986116946,0.367367983,0.554847896,0.147271529,0.200396225,0.270080924,0.639379978,-0.218188763,0.864375055,0.361889988,0.763347566,0.08726152,0.182137042,0.386765808,0.930169344,-0.270787239,0.646299541
lumbar_error,0.880090177,0.206291825,-0.2715877,0.999314904,0.616402805,0.195895493,0.292551517,0.99574554,0.659667671,0.203517884,-0.550897539,0.999297678,0.497109443,0.32020995,0.489077598,0.06536302,0.560399413,0.390625924,-0.432045728,0.782382786,0.535266995,0.382463664,0.414922655,0.029978162,0.580459893,0.458666801,0.044866644,0.340374589,0.179631293,0.377794415,0.2772322,0.978971004,0.131095812,0.397843152,-0.27657032,0.986168981,0.383807331,0.554240823,0.440150201,0.149800926,0.331411004,0.682409823,-0.218316495,0.864759088,0.231916517,0.766728044,0.640165627,0.109624051,0.229429781,0.914744198,0.039039303,0.539589584
lumbar_error,0.897671998,0.230076641,0.007153913,0.996477604,0.6211676,0.182843715,0.432082772,0.99459064,0.679607034,0.222869352,-0.480091035,0.998800576,0.515565872,0.341811419,0.605661213,0.040923376,0.576987147,0.404827565,-0.378107488,0.731405616,0.538485527,0.456830353,0.545794964,0.017158404,0.598931849,0.531473279,0.140145883,0.258178502,0.13235943,0.369601727,0.255760282,0.978455067,0.163032323,0.410052925,-0.255473435,0.982283175,0.158369973,0.573408782,0.587830067,0.080174893,0.285790503,0.666956782,-0.056376372,0.645076156,0.122581221,0.695632339,0.966855168,0.052150428,0.141097054,0.754795671,0.39322868,0.252071887
lumbar_error,0.901955962,0.334452629,-0.057412863,0.997806787,0.669628918,0.204506606,0.474712968,0.996321738,0.703042924,0.279241681,-0.549260259,0.999197841,0.556399286,0.467961311,0.604728639,0.050040849,0.618067265,0.57880795,-0.469095647,0.811017573,0.537942648,0.623309553,0.409843683,0.028573193,0.565299213,0.654521227,0.141340718,0.42266047,0.158436269,0.272835851,0.281107008,0.988029182,0.115231887,0.303371727,-0.280342996,0.989832222,0.37711224,0.578719139,0.424012274,0.207608134,0.381104589,0.64917177,-0.197424471,0.797814548,0.307417244,0.958586097,0.637915909,0.186134502,0.303768694,1.009953856,0.087905712,0.567142665
lumbar_error,0.948966026,0.189852521,-0.431214511,0.99989903,0.695460439,0.223996595,0.096646219,0.999435186,0.64043206,0.317796499,-0.792868972,0.999801636,0.572942436,0.450630873,0.215067282,0.078203045,0.561933041,0.610337794,-0.717672169,0.970358729,0.6131953,0.650340617,0.23737444,0.087104492,0.515207529,0.839871585,-0.494966894,0.942406893,0.240634233,0.387545109,0.247017503,0.997973442,0.145758122,0.437104076,-0.246081218,0.998417318,0.656921089,0.53900224,0.437478215,0.47000739,0.640065968,0.577204585,-0.215754449,0.93638581,0.372620046,0.781826556,0.592105806,0.353635758,0.350464493,0.813057542,0.285264224,0.780440092
lumbar_error,0.930500329,0.206687421,-0.3641285,0.99995929,0.676442802,0.213605136,0.105300203,0.999541104,0.622882545,0.280950963,-0.715147793,0.999770939,0.571478605,0.403506637,0.27807948,0.078478739,0.5240165,0.583839715,-0.678117156,0.979688108,0.587559938,0.574863672,0.322361976,0.088970594,0.503635168,0.828882754,-0.51032275,0.961177826,0.236338362,0.355402321,0.250033468,0.997135341,0.139568731,0.380395412,-0.248907492,0.997920692,0.612635493,0.504248977,0.424692661,0.453412175,0.533897281,0.552306354,-0.219910234,0.942624152,0.414308041,0.749054432,0.613366723,0.315404832,0.359504282,0.795076191,0.20123969,0.813630402
lumbar_error,0.947239995,0.213261262,-0.461978883,0.999983609,0.703857183,0.219691709,-0.012580154,0.999696791,0.623085797,0.290994644,-0.779977918,0.999820769,0.594026685,0.380654424,0.259296089,0.093870059,0.509349227,0.571951628,-0.733363748,0.983703077,0.617752612,0.549512565,0.378502071,0.100839287,0.491457582,0.817997515,-0.57127285,0.967548549,0.260088861,0.319247693,0.245447204,0.99762392,0.162169188,0.363473296,-0.244332209,0.998344541,0.604789853,0.509766698,0.371318787,0.443498105,0.464471638,0.582218111,-0.213507831,0.932594478,0.402294904,0.726577938,0.503602087,0.301958412,0.236288726,0.696547389,0.384350866,0.736722827
lumbar_error,0.947532594,0.215527654,-0.181095704,0.999982655,0.689745486,0.2572487,0.340162426,0.999619067,0.648285508,0.248432457,-0.637568772,0.999817789,0.52375412,0.473164707,0.376019329,0.125359237,0.498081744,0.517124176,-0.624564946,0.977098286,0.475724429,0.658891082,0.309586644,0.096187428,0.459621459,0.779275715,-0.477803916,0.957807004,0.220035091,0.392106414,0.286396801,0.998324633,0.151272595,0.374678046,-0.28555277,0.998562098,0.622820437,0.571841776,0.314007014,0.476724535,0.544228017,0.577353239,-0.338325679,0.938231289,0.279783428,0.775290668,0.330184877,0.397907138,0.284297436,0.807403862,0.064611271,0.798946559
lumbar_error,0.879654765,0.128427923,-0.527945817,0.999987066,0.627416193,0.164900571,0.000261701,0.999668956,0.584801137,0.224979848,-0.810243428,0.999838769,0.535927415,0.297451317,0.402260542,0.115254492,0.415190637,0.460773081,-0.719112456,0.984605193,0.706496298,0.403657705,0.503992975,0.135721892,0.429896861,0.643368602,-0.400627345,0.936392725,0.26673004,0.41872105,0.279936403,0.997710884,0.202998132,0.479343891,-0.279025555,0.998357356,0.629778802,0.535257816,0.514493346,0.489137918,0.543379962,0.746382952,-0.166206777,0.946200132,0.312832803,0.773322523,0.826324463,0.295882314,0.321155727,0.853714228,0.349148482,0.78129071
lumbar_error,0.946240842,0.217857152,-0.427883983,0.999990284,0.686094403,0.253151834,0.109328374,0.999721766,0.635051608,0.347297043,-0.779751778,0.999890625,0.573244274,0.478255808,0.18983838,0.129732639,0.543406606,0.629774451,-0.724805295,0.984403372,0.601763546,0.685776293,0.160495669,0.126223281,0.492903322,0.870264471,-0.518175542,0.957376063,0.244055346,0.403668165,0.258744001,0.998587728,0.131218895,0.453015447,-0.257816285,0.998951256,0.660734832,0.549241424,0.435160965,0.520860553,0.61227417,0.597921729,-0.289336413,0.964782834,0.395462722,0.791603327,0.576044858,0.440678358,0.390992582,0.835814357,0.262829393,0.854770601
lumbar_error,0.984948099,0.166551813,-0.593872666,0.999976814,0.752986014,0.263707191,-0.079419769,0.999469459,0.654054165,0.307576865,-0.890445828,0.999856949,0.597469985,0.469073415,0.045698214,0.138211891,0.549630165,0.589022458,-0.844439387,0.984050751,0.584793091,0.682314336,0.079119235,0.126136512,0.510896921,0.870632052,-0.684028983,0.971675992,0.371080816,0.436917305,0.247238412,0.999009967,0.234415591,0.451438516,-0.246308342,0.999403417,0.705155671,0.628143489,0.398659527,0.520418465,0.47094056,0.691937923,-0.344341785,0.955506027,0.31371069,0.704054773,0.531452954,0.412988544,0.206103846,0.690691769,0.349347442,0.733086288
lumbar_error,0.962615371,0.207441658,-0.591290653,0.999970257,0.722354293,0.241645083,-0.095205188,0.999644518,0.63464886,0.348184556,-0.90949142,0.999827445,0.574515164,0.438497663,0.100905694,0.096496336,0.514068246,0.667868376,-0.857371509,0.983688116,0.592409194,0.639073789,0.121854626,0.117019594,0.481013894,0.906215549,-0.649628103,0.959134161,0.289842039,0.413918197,0.263862431,0.999069989,0.17718263,0.474238276,-0.263018996,0.999411643,0.651133478,0.577388406,0.471618891,0.391850322,0.535513699,0.705024421,-0.295264423,0.941118121,0.345140845,0.749852598,0.639033258,0.248980284,0.252572626,0.758500755,0.439290911,0.526606619
lumbar_error,0.948046327,0.207252741,-0.402085692,0.999982476,0.689419389,0.247091994,0.120961525,0.999616265,0.639879525,0.339759737,-0.773100257,0.999836206,0.598688662,0.501857698,0.197245076,0.095180772,0.551431358,0.621706545,-0.69405216,0.977753639,0.599153221,0.706103861,0.16652967,0.093126841,0.499757171,0.852800727,-0.490366161,0.961705446,0.236931175,0.397414178,0.257516295,0.998778164,0.154578626,0.456061631,-0.256653905,0.999144375,0.660951138,0.536589563,0.416886687,0.424928904,0.652177215,0.582677126,-0.256373346,0.957514822,0.390354306,0.784070492,0.584880829,0.344222307,0.419969738,0.822363317,0.236729026,0.770208597
lumbar_error,0.73440659,0.283938944,0.086440906,0.966985583,0.596852243,0.237196386,0.397674978,0.990517616,0.60250473,0.259322554,-0.423965603,0.997640431,0.521889806,0.464746028,0.524443328,0.027845746,0.539825857,0.514218092,-0.311859459,0.674405098,0.542427003,0.664772749,0.470403254,0.026064869,0.564963579,0.658746302,0.191307217,0.351357639,0.187601507,0.453825295,0.263228446,0.982542396,0.125003263,0.480933428,-0.263275117,0.980634868,0.474180222,0.624758363,0.426913857,0.198280931,0.458117455,0.689848125,-0.202923104,0.896914661,0.199995652,0.775150001,0.638770819,0.146665856,0.176829219,0.804316998,0.258364558,0.593272269
lumbar_error,0.84468317,0.208642095,-0.088327602,0.984096587,0.646001279,0.2588723,0.247776955,0.994151235,0.632712305,0.305480272,-0.538925946,0.998771608,0.575379372,0.514756739,0.321431071,0.056308199,0.565469384,0.579020917,-0.447628051,0.793026328,0.582928121,0.7251665,0.25889197,0.043975383,0.570737958,0.775503874,-0.153869331,0.59877032,0.217989668,0.435497075,0.248154446,0.9903934,0.136152625,0.474419266,-0.247625142,0.990408957,0.478381366,0.592498124,0.514411807,0.184778273,0.442268282,0.689366162,-0.190212354,0.909665048,0.242622107,0.754564464,0.745507121,0.176829293,0.162160024,0.795186341,0.213603809,0.689153969
lumbar_error,0.606866241,0.191472664,0.630846143,0.997510016,0.423354685,0.121293411,0.58512193,0.996656001,0.5600788,0.186813474,0.090823971,0.999783397,0.380788893,0.372034431,0.609719872,0.065116547,0.539540827,0.400552481,0.099227659,0.891293645,0.410755038,0.548243284,0.654281259,0.110264085,0.529147148,0.590609074,0.275144845,0.799576283,0.095150568,0.199378222,0.166506961,0.99850589,0.190903619,0.2227543,-0.167435572,0.99865216,0.363269776,0.429981589,0.2871961,0.315185189,0.456173152,0.422274441,-0.087364621,0.969585538,0.266311347,0.72022599,0.238098904,0.473782212,0.360484987,0.738851905,-0.108469963,0.91606313
lumbar_error,0.580294251,0.198444426,0.550265968,0.99908191,0.4387739,0.121730193,0.570194542,0.996816337,0.552044809,0.186195642,0.092988342,0.999891639,0.403134555,0.36025843,0.619884074,0.132315353,0.524243832,0.401159227,0.102408379,0.908619642,0.454721987,0.527632356,0.648501396,0.223248765,0.540789783,0.578555882,0.281975925,0.844920397,0.112969458,0.18993035,0.154156238,0.999412835,0.19963783,0.21683386,-0.155000389,0.999498904,0.330993116,0.47295323,0.3024005,0.323604703,0.422038883,0.474893272,-0.016256802,0.9742046,0.278771549,0.731762409,0.394202024,0.480163366,0.360411912,0.785089731,0.068870708,0.940586984
lumbar_error,0.551452756,0.196965322,0.592519403,0.998822153,0.420407444,0.146867678,0.599858522,0.995230854,0.517320573,0.208484352,0.049121581,0.999905467,0.364473641,0.343232214,0.659084201,0.110477403,0.502370119,0.411138803,0.036006261,0.934574604,0.396958023,0.529386342,0.674768507,0.179335877,0.489681333,0.572127163,0.242963895,0.811471462,0.103350371,0.260902554,0.194189921,0.999024272,0.167619854,0.301633984,-0.194714054,0.999523401,0.298162192,0.558783293,0.223170519,0.300515711,0.347834498,0.580189168,-0.17984575,0.976730943,0.258379638,0.839606702,0.179683924,0.443474531,0.285999924,0.888047636,-0.22812748,0.954358637
lumbar_error,0.577957153,0.16343455,0.571408808,0.999229074,0.396208882,0.132790327,0.553474963,0.995926559,0.547325253,0.173123047,0.077346429,0.999929607,0.397726357,0.406280309,0.575332224,0.099043757,0.574450195,0.395436108,0.081634983,0.913124144,0.450004727,0.602774978,0.607187092,0.182052568,0.543419778,0.565572798,0.240998566,0.796390951,0.091726422,0.208198771,0.162454814,0.999495268,0.193537369,0.22413297,-0.163380429,0.999745488,0.379701167,0.463902116,0.270048767,0.347328931,0.461067975,0.450739145,-0.094814025,0.983008683,0.272086382,0.737007558,0.202296168,0.537772119,0.356693536,0.781318963,-0.144800931,0.971284211
lumbar_error,0.613078117,0.190200657,0.554254532,0.999578893,0.438186616,0.111850686,0.519412756,0.996814132,0.562225521,0.195473447,-0.002046266,0.999945819,0.339197814,0.258991897,0.55550462,0.081022911,0.547337055,0.436503619,0.006704584,0.91517669,0.306469738,0.329014808,0.569540799,0.136260822,0.530504465,0.549787283,0.326551378,0.752772927,0.114712149,0.207193434,0.164715245,0.999744713,0.208284661,0.248062268,-0.165699363,0.999859333,0.383691519,0.457575768,0.330192178,0.381833464,0.472441196,0.441436976,-0.049470637,0.981657922,0.29625091,0.694023907,0.33856827,0.570966542,0.371249974,0.761402726,-0.015479433,0.967694402
lumbar_error,0.113895044,0.257419735,-0.071816064,0.999024034,0.326523334,0.227802917,-0.504630864,0.999381065,0.299089789,0.153000727,0.302682549,0.99904865,0.406446725,0.520397067,-0.506762564,0.878887355,0.409510165,0.390696347,0.40849936,0.164900646,0.413906068,0.775539219,-0.260788977,0.885278225,0.432180554,0.607247472,0.411221862,0.167324096,0.814162672,0.357131124,-0.209652975,0.998199821,0.754196048,0.305421144,0.209870815,0.996311665,0.482462376,0.582237661,-0.036086321,0.868972838,0.471450955,0.513693631,0.467640787,0.380812794,0.637043536,0.866173625,0.421474874,0.783906758,0.607611835,0.792945564,0.683192015,0.484330744
lumbar_error,0.113404095,0.253560901,-0.059927236,0.998513997,0.32671082,0.229539841,-0.513820052,0.99955076,0.296499729,0.153287381,0.272902578,0.998654544,0.405088305,0.52434361,-0.532630205,0.950358868,0.415136606,0.383734435,0.3658894,0.090320103,0.411717772,0.777773857,-0.29289028,0.951182008,0.429844469,0.626912653,0.348159373,0.105406977,0.815464377,0.353407651,-0.207134917,0.997833908,0.741030335,0.305772513,0.207405627,0.995115578,0.497131526,0.585270524,-0.044322375,0.913862228,0.468325496,0.511467159,0.448341846,0.310704798,0.634633899,0.862320423,0.376069278,0.815452874,0.609011471,0.791639268,0.656326592,0.422620416
lumbar_error,0.117240906,0.254954696,-0.027489919,0.998845816,0.326658279,0.240697742,-0.48793602,0.999675751,0.30670318,0.16358839,0.36159268,0.99883616,0.402173907,0.528172433,-0.489306897,0.973465025,0.410437495,0.397966206,0.442730635,0.07125093,0.40951851,0.781154275,-0.240947947,0.973352313,0.421778738,0.61117512,0.416061282,0.094889626,0.814015329,0.365029961,-0.223671615,0.998153925,0.780068457,0.311364561,0.22383219,0.995873272,0.471660495,0.581922293,-0.0478868,0.929316998,0.47299704,0.513734996,0.506075084,0.297041684,0.6327402,0.867986023,0.435309023,0.815579951,0.608002186,0.797481179,0.737826884,0.42013979
lumbar_error,0.156280577,0.202217177,-0.160189435,0.997338355,0.346516877,0.176673561,-0.51902318,0.999148428,0.343803912,0.136127084,0.315092951,0.998323262,0.415821165,0.44696629,-0.589554071,0.951443732,0.443217754,0.359651595,0.386680245,0.11216712,0.45062539,0.681103408,-0.344360262,0.925254285,0.446069807,0.550731361,0.293589771,0.139377534,0.885335743,0.31951353,-0.248478189,0.99305898,0.80630511,0.29013446,0.248791203,0.988945425,0.57885623,0.620803595,-0.173400566,0.899319887,0.557955921,0.526867449,0.41468066,0.24648951,0.709771991,0.852683485,0.239131689,0.72286725,0.691253304,0.804291844,0.557747364,0.291724592
lumbar_error,0.142227292,0.240019232,-0.111423768,0.998203695,0.340082973,0.188599989,-0.502107739,0.999268472,0.318256915,0.146999195,0.32654807,0.998730004,0.412457317,0.484436214,-0.539652109,0.950143576,0.420973152,0.379839927,0.415346563,0.151166543,0.425982445,0.73783654,-0.299970716,0.926895261,0.429445148,0.599049211,0.317558497,0.190238625,0.875753999,0.273732126,-0.216585636,0.990731239,0.789438546,0.247285351,0.217335954,0.986702561,0.591804981,0.563179255,-0.0498516,0.895002961,0.546632528,0.502624273,0.330977201,0.257111162,0.63947922,0.883422554,0.237879068,0.753180087,0.610757053,0.83583802,0.483736068,0.288761705
lumbar_error,0.109662235,0.270451933,0.03214068,0.999010026,0.288239181,0.236276373,-0.404734015,0.999616146,0.271654069,0.161864787,0.435564488,0.999088943,0.399142146,0.499431133,-0.46260038,0.971067369,0.422885358,0.335971266,0.570349753,0.094954498,0.420890778,0.746936023,-0.1914161,0.956376493,0.480939597,0.535721064,0.526576221,0.125511631,0.821550965,0.308469027,-0.229365721,0.994514108,0.75540489,0.264140248,0.229435831,0.991672516,0.484210998,0.554097414,-0.093300879,0.906455219,0.471163303,0.504477203,0.380750209,0.258078396,0.630212247,0.868520379,0.226378262,0.82059443,0.605654597,0.833689749,0.486355841,0.341230631
lumbar_error,0.106204256,0.273348927,0.038239233,0.999318719,0.292583406,0.235617802,-0.417671055,0.99980092,0.270433307,0.161217377,0.42628485,0.999386013,0.403955191,0.501856029,-0.464050502,0.9856776,0.415209383,0.34615159,0.560548604,0.059847198,0.427204162,0.751143515,-0.199467912,0.977518916,0.478518009,0.555095255,0.508596897,0.091103375,0.8285622,0.311197937,-0.230294928,0.997448266,0.761723936,0.269520164,0.230337933,0.995877147,0.491488516,0.570665836,-0.095926255,0.917371333,0.478073627,0.509823382,0.41726914,0.279633343,0.638061404,0.858355284,0.28832525,0.83864373,0.613092005,0.818365097,0.551966965,0.395725697
lumbar_error,0.104652897,0.272393554,0.037397642,0.999291837,0.292676926,0.236005157,-0.423046052,0.999858558,0.267555654,0.159969971,0.41286397,0.999457657,0.403162926,0.50089103,-0.466283858,0.990374506,0.416851908,0.342566103,0.598866463,0.043888543,0.428196937,0.747817755,-0.199640006,0.983885705,0.476820409,0.534281492,0.602730811,0.072673179,0.830813587,0.31661281,-0.231350556,0.998497367,0.76848942,0.26914072,0.23140198,0.997454464,0.487111121,0.564809859,-0.136508822,0.9063133,0.475182742,0.495872259,0.436125755,0.279663056,0.6350137,0.853231966,0.279108763,0.782897472,0.612673342,0.789935946,0.546166956,0.400748104
lumbar_error,0.054799724,0.142503873,-0.325615317,0.999510646,0.393099546,0.188965753,-0.691868246,0.999170184,0.311703175,0.195916817,0.282922745,0.997226954,0.491638571,0.433331311,-0.689191401,0.973977447,0.431667894,0.383864671,0.430435896,0.206695393,0.476990968,0.654874682,-0.414171308,0.953668177,0.43770504,0.569228947,0.388855189,0.129600227,0.887533665,0.382215649,-0.26861757,0.998395622,0.7390607,0.389736921,0.269437939,0.996477067,0.603759587,0.644444823,-0.381256521,0.912159145,0.510227919,0.568934023,0.407544881,0.341912776,0.775286078,0.783670068,0.303244531,0.526646852,0.724697173,0.743261099,0.594905734,0.229723632
lumbar_error,0.063298285,0.142746583,-0.306950271,0.999751091,0.394249648,0.187954307,-0.683647513,0.999482572,0.310888767,0.193954527,0.243243575,0.998263478,0.445700079,0.451304525,-0.69721663,0.97920531,0.393397838,0.409879208,0.331305087,0.309979677,0.467333376,0.677109301,-0.485418469,0.962658882,0.402213424,0.601975024,0.287410259,0.181485444,0.87737751,0.380451769,-0.255124241,0.999268472,0.734002173,0.389929354,0.255936027,0.998171151,0.656996131,0.656168044,-0.460581452,0.94649893,0.478654146,0.551417589,0.322037548,0.379197538,0.750700057,0.802065969,0.262241155,0.581347764,0.64872092,0.775049388,0.557067335,0.292981118
