label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
H,0.34178102016448975,0.701187252998352,-0.018279550597071648,0.9998114705085754,0.37436947226524353,0.6147974133491516,-0.150465190410614,0.9997885227203369,0.3659669756889343,0.5755953788757324,0.11899436265230179,0.9984599351882935,0.33645084500312805,0.7743666768074036,-0.22957438230514526,0.9957611560821533,0.33060383796691895,0.6982712149620056,0.1914229393005371,0.40816667675971985,0.2468186914920807,0.7959790825843811,-0.17723360657691956,0.9927183985710144,0.2570396363735199,0.7455000281333923,0.10041339695453644,0.6832083463668823,0.5468089580535889,0.4087525010108948,-0.09942659735679626,0.999660849571228,0.5291972160339355,0.38840168714523315,0.09943351149559021,0.9993716478347778,0.6564780473709106,0.5388178825378418,-0.013552813790738583,0.9857531785964966,0.6347196698188782,0.5204713940620422,0.20537739992141724,0.44552281498908997,0.7613973021507263,0.673365592956543,0.08113604784011841,0.9721772074699402,0.7377212643623352,0.6517606973648071,0.29961153864860535,0.5892112255096436,0.7844651341438293,0.6906509399414062,0.0857512354850769,0.9522004127502441,0.7572811245918274,0.6635162830352783,0.3066266179084778,0.6947008967399597,0.7241818308830261,0.7655813097953796,0.045435138046741486,0.9550108909606934,0.7072846293449402,0.7322275042533875,0.29211342334747314,0.7115538716316223
L,0.9083534479141235,0.46024084091186523,-0.02821282297372818,0.9981431365013123,0.7707843780517578,0.46181046962738037,0.3418385982513428,0.9985918998718262,0.7909905314445496,0.47952502965927124,-0.2493600696325302,0.9989239573478699,0.724974513053894,0.5446491837501526,0.2907681167125702,0.3750856816768646,0.7467476725578308,0.5766393542289734,-0.1959175318479538,0.9272838830947876,0.8535701036453247,0.5549679398536682,0.12556225061416626,0.4622388780117035,0.879242479801178,0.5716450214385986,0.08558712154626846,0.9084933400154114,0.503052830696106,0.5127914547920227,0.1891191452741623,0.9963690042495728,0.5079746842384338,0.5300236344337463,-0.1891307234764099,0.9962613582611084,0.25881022214889526,0.5294860601425171,0.19512616097927094,0.43723949790000916,0.24645262956619263,0.5404185652732849,-0.192714124917984,0.8765761256217957,0.03993840888142586,0.5186689496040344,0.2648574411869049,0.5352073907852173,0.015138431452214718,0.5287533402442932,-0.17305506765842438,0.8982110023498535,0.026576193049550056,0.5042409300804138,0.2666018009185791,0.6450923085212708,-0.03876028209924698,0.5141827464103699,-0.171974316239357,0.9029033184051514,0.021022098138928413,0.5587831735610962,0.18838153779506683,0.6623194217681885,0.0020357996691018343,0.5715040564537048,-0.28852227330207825,0.8896164894104004
C,0.9079813361167908,0.5043965578079224,-0.07508262246847153,0.9989553689956665,0.7829073667526245,0.4800322651863098,0.3415670394897461,0.9952335953712463,0.7886078953742981,0.4861261546611786,-0.38755518198013306,0.9996042251586914,0.7310552597045898,0.5575185418128967,0.3593139946460724,0.246736079454422,0.7480035424232483,0.5758359432220459,-0.3140726089477539,0.9496098160743713,0.862157940864563,0.5637544393539429,0.21321932971477509,0.28823503851890564,0.8799546957015991,0.5711237788200378,0.05190540850162506,0.9322260618209839,0.4875333905220032,0.4925166666507721,0.2345436066389084,0.9916446805000305,0.4832959771156311,0.4928534924983978,-0.23457089066505432,0.9972174763679504,0.26842162013053894,0.5187007784843445,0.4198060631752014,0.21616341173648834,0.2351478785276413,0.5176974534988403,-0.28738531470298767,0.8985447287559509,0.06637547165155411,0.5124298930168152,0.6219977140426636,0.3526340425014496,0.015158025547862053,0.5159028768539429,-0.348556786775589,0.9129555225372314,0.04746222868561745,0.5030110478401184,0.6358485221862793,0.4874926805496216,-0.05705144256353378,0.49936342239379883,-0.3633589446544647,0.891909122467041,0.04850182309746742,0.5639321804046631,0.5899953246116638,0.5488085150718689,0.007675612345337868,0.5672314763069153,-0.5192916393280029,0.8868134021759033
C,0.22481919825077057,0.6861916184425354,-0.05369243398308754,0.9998701214790344,0.2960527539253235,0.662572979927063,-0.2251148372888565,0.9997366666793823,0.3104378879070282,0.5966639518737793,0.1886083483695984,0.9975650906562805,0.34321120381355286,0.8491145372390747,-0.19371993839740753,0.9839140772819519,0.351300984621048,0.773408055305481,0.2396763563156128,0.3550041913986206,0.24668176472187042,0.8535449504852295,-0.01504642516374588,0.9642193913459778,0.26609688997268677,0.8141984343528748,0.19968588650226593,0.3052874207496643,0.4961966872215271,0.6175395846366882,-0.1263708919286728,0.9995684623718262,0.4933052957057953,0.593147337436676,0.12649543583393097,0.9987581968307495,0.6534751057624817,0.6909135580062866,-0.13955751061439514,0.9777370095252991,0.6380264163017273,0.6970974206924438,0.22401060163974762,0.4854375720024109,0.818690299987793,0.7308449745178223,-0.1716853827238083,0.9844350218772888,0.7727521657943726,0.7272114157676697,0.33273303508758545,0.6835070848464966,0.8534448742866516,0.704231858253479,-0.17848719656467438,0.9737427830696106,0.7906246185302734,0.717304527759552,0.34202346205711365,0.6905152797698975,0.8159719705581665,0.850852906703949,-0.25961044430732727,0.9769771695137024,0.7734635472297668,0.8395074605941772,0.31331130862236023,0.8245865702629089
H,0.2566829025745392,0.8409355878829956,0.1776985377073288,0.977966845035553,0.27408576011657715,0.8053659200668335,-0.184385284781456,0.9993199110031128,0.22737710177898407,0.7615609765052795,0.1566562056541443,0.9975502490997314,0.2160462886095047,0.820518434047699,-0.3714889585971832,0.7925782799720764,0.1754458248615265,0.682552695274353,0.134224072098732,0.9004202485084534,0.145321786403656,0.764739453792572,-0.4757483899593353,0.8141580820083618,0.16308362782001495,0.604263961315155,0.014499898068606853,0.667701244354248,0.5631309747695923,0.7053509950637817,-0.1725197732448578,0.9989833235740662,0.537528395652771,0.6923980712890625,0.17200839519500732,0.9976764917373657,0.7698476314544678,0.7855551838874817,-0.06850188225507736,0.9186630845069885,0.7442469596862793,0.7756407260894775,0.2250647246837616,0.12600301206111908,0.9427767992019653,0.8597804307937622,-0.01799147017300129,0.8040011525154114,0.9252708554267883,0.8518423438072205,0.30274540185928345,0.1458696722984314,0.9778656363487244,0.8733277320861816,-0.018324846401810646,0.8227735161781311,0.9625107645988464,0.8618581295013428,0.30744844675064087,0.257043719291687,0.9070190787315369,0.9090154767036438,-0.1321984827518463,0.7673217058181763,0.8967297077178955,0.8960510492324829,0.20753702521324158,0.17138849198818207
H,0.19688798487186432,0.6190435886383057,0.015693794935941696,0.9936092495918274,0.24707943201065063,0.5488612651824951,-0.191245898604393,0.9996461272239685,0.26127782464027405,0.48606041073799133,0.20928682386875153,0.9971744418144226,0.21222394704818726,0.74764084815979,-0.2012263834476471,0.960961103439331,0.24220429360866547,0.6493138670921326,0.3622368276119232,0.2921876609325409,0.14645062386989594,0.7340298295021057,0.007301768288016319,0.9234461188316345,0.17064844071865082,0.7011367678642273,0.4434978663921356,0.2707935571670532,0.47772786021232605,0.40618517994880676,-0.12135817110538483,0.9995979070663452,0.4763440191745758,0.37058398127555847,0.12121567130088806,0.9992192387580872,0.6512933969497681,0.49675092101097107,-0.03547965735197067,0.9444172978401184,0.6436058878898621,0.4811073839664459,0.17920316755771637,0.41783496737480164,0.8172274827957153,0.6002379059791565,0.029393091797828674,0.9165654182434082,0.7970591187477112,0.5737135410308838,0.24987556040287018,0.5496050119400024,0.8510714173316956,0.5986130237579346,0.03245777264237404,0.8914219737052917,0.8323528170585632,0.5741665363311768,0.2545897662639618,0.6324604749679565,0.7764087915420532,0.7254570126533508,-0.029992500320076942,0.8880214095115662,0.7620411515235901,0.6851685643196106,0.2137344926595688,0.6243035197257996
L,0.20691220462322235,0.593797504901886,-0.028834201395511627,0.9996424913406372,0.29526832699775696,0.5466408133506775,-0.16509920358657837,0.9996424913406372,0.3018947243690491,0.5457375645637512,0.1670663058757782,0.9978345036506653,0.34393298625946045,0.7028341889381409,-0.17581233382225037,0.9841187000274658,0.3522995412349701,0.6843472719192505,0.24021193385124207,0.25660184025764465,0.25329700112342834,0.7432698011398315,-0.08460749685764313,0.9824879169464111,0.29230573773384094,0.7163736820220947,0.2500934898853302,0.45694294571876526,0.48082682490348816,0.6500833034515381,-0.09917107969522476,0.9989116191864014,0.48011288046836853,0.6288945078849792,0.09912794083356857,0.9981402158737183,0.6372532844543457,0.6562570333480835,-0.06752955168485641,0.9579823017120361,0.6298725008964539,0.6425719261169434,0.0957011952996254,0.6324722170829773,0.7825190424919128,0.6268287897109985,-0.011270271614193916,0.974122941493988,0.7663896083831787,0.6167803406715393,0.15772391855716705,0.7893939018249512,0.8096650838851929,0.6056018471717834,-0.008242794312536716,0.9634377956390381,0.7950562238693237,0.6004331111907959,0.16141189634799957,0.7937240600585938,0.7848907709121704,0.7224385142326355,-0.07534857094287872,0.9705010056495667,0.7699571847915649,0.7108252048492432,0.11599845439195633,0.8658943772315979
H,0.2731932997703552,0.6675041913986206,0.019404124468564987,0.999878466129303,0.3039385974407196,0.5678048729896545,-0.16475792229175568,0.9998332262039185,0.2974037826061249,0.48590561747550964,0.1701986938714981,0.9984747171401978,0.26842525601387024,0.806389331817627,-0.22616128623485565,0.9949339032173157,0.2751181721687317,0.6666757464408875,0.2660723924636841,0.3098835051059723,0.15443316102027893,0.8342053890228271,-0.11218587309122086,0.993990421295166,0.17671091854572296,0.7491930723190308,0.189656063914299,0.5948189496994019,0.547783613204956,0.33909934759140015,-0.10815154016017914,0.9996895790100098,0.5320634245872498,0.30328354239463806,0.10811926424503326,0.9993873238563538,0.7014767527580261,0.4799235165119171,0.007341514341533184,0.9702340364456177,0.6884048581123352,0.4579032361507416,0.20164227485656738,0.44843727350234985,0.8576260209083557,0.6388381123542786,0.08390035480260849,0.962588906288147,0.8365012407302856,0.6082344055175781,0.3020734190940857,0.5752944350242615,0.8891049027442932,0.6423811316490173,0.08757690340280533,0.9505332708358765,0.8651995062828064,0.6083126664161682,0.31048211455345154,0.7016218304634094,0.8309433460235596,0.7739660739898682,0.031187787652015686,0.9394142031669617,0.8045106530189514,0.7226347327232361,0.28360897302627563,0.6718065738677979
H,0.22841550409793854,0.631717324256897,0.06313909590244293,0.9998883008956909,0.27375826239585876,0.5355416536331177,-0.1459626853466034,0.9998496174812317,0.2662114202976227,0.4296281337738037,0.20868687331676483,0.9983252882957458,0.2317376434803009,0.802363932132721,-0.18383008241653442,0.9959229230880737,0.24161562323570251,0.6324081420898438,0.33148646354675293,0.30203917622566223,0.10346023738384247,0.8164238333702087,-0.03953747823834419,0.9937063455581665,0.12253531068563461,0.7137064337730408,0.2735782861709595,0.6292654871940613,0.5684090852737427,0.3050694167613983,-0.11321092396974564,0.9998869299888611,0.5435210466384888,0.2371448576450348,0.11304298043251038,0.99971604347229,0.7391311526298523,0.47151172161102295,0.03147260844707489,0.984068751335144,0.717485249042511,0.4412837028503418,0.240910142660141,0.452154278755188,0.9133036136627197,0.6610214710235596,0.12382908165454865,0.9649752378463745,0.8821952939033508,0.6157810688018799,0.3541150689125061,0.5597084164619446,0.95432049036026,0.6698969602584839,0.12934069335460663,0.9429699778556824,0.918475866317749,0.6235742568969727,0.3658926784992218,0.6880602240562439,0.8705636262893677,0.7992801666259766,0.0783061534166336,0.9341326951980591,0.8373889923095703,0.7487887740135193,0.35112035274505615,0.6626979112625122
H,0.28190162777900696,0.6766877174377441,0.0061781019903719425,0.999764084815979,0.3162802755832672,0.5798275470733643,-0.1888323277235031,0.9998061060905457,0.30897659063339233,0.5210410952568054,0.18296751379966736,0.9986207485198975,0.2680504322052002,0.7820761799812317,-0.2892802953720093,0.9969595670700073,0.26665541529655457,0.6733615398406982,0.2805832326412201,0.5191723704338074,0.15329290926456451,0.823825478553772,-0.20827710628509521,0.9839082360267639,0.17325076460838318,0.7381730079650879,0.15569403767585754,0.7986031174659729,0.5465804934501648,0.308998703956604,-0.14154449105262756,0.9996541142463684,0.5290902256965637,0.27567407488822937,0.14164382219314575,0.9993804693222046,0.696031391620636,0.500643253326416,-0.04249144345521927,0.9892780780792236,0.6708155870437622,0.46325209736824036,0.23350729048252106,0.34618979692459106,0.829961895942688,0.6877836585044861,0.04927229508757591,0.9757048487663269,0.8121689558029175,0.6364004611968994,0.33866086602211,0.5073884725570679,0.8570311665534973,0.7037819623947144,0.0528525784611702,0.965531587600708,0.8372693061828613,0.6451918482780457,0.34571948647499084,0.6711633801460266,0.8009775280952454,0.8172293305397034,-0.005749846808612347,0.9617401957511902,0.8110650181770325,0.7232246994972229,0.3095044791698456,0.6404240727424622
H,0.25732430815696716,0.511404812335968,-0.03821699693799019,0.9511701464653015,0.21596108376979828,0.46541884541511536,-0.12326519191265106,0.9886895418167114,0.250142902135849,0.4754566550254822,0.19548602402210236,0.9711512923240662,0.07693134248256683,0.49277305603027344,-0.3972293436527252,0.8114315867424011,0.1813441812992096,0.49515968561172485,0.24393601715564728,0.41937679052352905,-0.04203607887029648,0.5129988193511963,-0.40678006410598755,0.8552941679954529,0.11308988183736801,0.5134750008583069,0.12405053526163101,0.48177850246429443,0.4322149455547333,0.386912077665329,-0.1414313018321991,0.9984051585197449,0.4540140628814697,0.3972952961921692,0.14152882993221283,0.9984198808670044,0.6455784440040588,0.4647313356399536,-0.21133556962013245,0.8971989750862122,0.6498924493789673,0.47707608342170715,0.12992440164089203,0.4534357786178589,0.8555730581283569,0.5292190313339233,-0.22190935909748077,0.9204291701316833,0.843751072883606,0.5318400263786316,0.12692691385746002,0.6753787398338318,0.8792653679847717,0.5412641167640686,-0.22574903070926666,0.9415124654769897,0.8712064027786255,0.535757839679718,0.11937921494245529,0.803050696849823,0.8760325312614441,0.5633401870727539,-0.3426308333873749,0.8983855247497559,0.8661341071128845,0.5598920583724976,0.02822303958237171,0.729648232460022
