label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
no_error,0.459483892,0.389457792,0.458378196,0.995772064,0.462415218,0.437380463,0.001497781,0.999518275,0.619047165,0.404253691,0.366247624,0.994137108,0.709019959,0.631414652,-0.154303819,0.999818921,0.820359111,0.606865823,0.153342217,0.999717593,0.485648364,0.753361464,-0.001068305,0.942899704,0.709829807,0.763824701,0.435606539,0.275734216,0.517457306,0.975296438,-0.018657669,0.957855225,0.744008601,0.922601581,0.501228094,0.706028938
no_error,0.459715217,0.334929258,0.463028371,0.989923716,0.45014742,0.400158286,0.016205814,0.999199092,0.608466327,0.359345883,0.3399719,0.991891265,0.709305525,0.587687612,-0.135783315,0.999613762,0.816417694,0.570164502,0.134826854,0.999522686,0.493167073,0.7481969,0.013615571,0.946484268,0.715411246,0.757184505,0.318611383,0.315095991,0.523211241,0.953792691,0.043518919,0.943330705,0.744756937,0.934420466,0.351771802,0.702049732
no_error,0.464288116,0.440070599,0.398525,0.998547614,0.364159912,0.492834687,0.16398336,0.999707282,0.504455626,0.514012218,0.109431297,0.998984396,0.346058279,0.695636511,0.055962615,0.999891281,0.43284601,0.702893019,-0.056721941,0.999915481,0.337151855,0.700860262,0.384415805,0.94734329,0.54883796,0.697842419,0.261858135,0.958718061,0.328974426,0.813263416,0.319333017,0.956254363,0.487280518,0.839841545,0.210942447,0.977624714
no_error,0.464325845,0.470616549,0.263530761,0.999002576,0.364199519,0.527926505,0.038730301,0.999770403,0.505185127,0.549616575,0.011181999,0.999305546,0.346964687,0.734376669,0.049342744,0.999922752,0.430953324,0.742784381,-0.050082434,0.999940395,0.334897608,0.702142,0.443704158,0.924730361,0.56010437,0.706698537,0.261430889,0.956966341,0.332261682,0.81050092,0.527313173,0.938308835,0.488280416,0.839814901,0.332749397,0.97360903
no_error,0.465034604,0.490518987,0.279408246,0.999312699,0.365728706,0.544269443,0.067383565,0.999772131,0.504324198,0.567470014,-0.001231286,0.99955231,0.348478734,0.739977181,0.060742393,0.999933362,0.432995111,0.749486685,-0.061287835,0.999954641,0.344633341,0.696831763,0.437168777,0.827267528,0.563782334,0.716062307,0.206489027,0.938747883,0.332795084,0.806067884,0.523665667,0.862200677,0.490633011,0.83945471,0.318712831,0.942490518
no_error,0.467120379,0.467547685,0.339636177,0.999460757,0.364490122,0.523860574,0.109607428,0.99976474,0.508731961,0.536482751,0.047472998,0.999685347,0.349032074,0.716329575,0.05323917,0.999943435,0.439438075,0.722046793,-0.053947851,0.999962628,0.331237763,0.699982762,0.362101853,0.794932544,0.551672041,0.702701211,0.233699724,0.926100075,0.332317322,0.812266052,0.279310912,0.8470909,0.488914341,0.840997756,0.150928453,0.936815023
no_error,0.468794703,0.418443024,0.575699031,0.99968493,0.369960904,0.474219859,0.311843783,0.999808848,0.511551142,0.487678945,0.255910456,0.999811709,0.349590868,0.65461421,0.058657654,0.999958694,0.439998299,0.667587757,-0.05923811,0.999974191,0.351440579,0.693052411,0.331344783,0.82291919,0.53437984,0.696173012,0.137262434,0.949297726,0.332511306,0.815326214,0.196981326,0.885576367,0.485859454,0.84174788,-0.056771483,0.961316645
no_error,0.467038363,0.399268508,0.545488894,0.999785602,0.36883834,0.450440139,0.309094787,0.999831676,0.510204315,0.468835026,0.244326219,0.99986583,0.350800842,0.629220784,0.057929013,0.999962151,0.440788239,0.642369032,-0.058433637,0.999978364,0.354858935,0.6827811,0.297363639,0.862526059,0.529964685,0.69064641,0.115746766,0.964534581,0.331948042,0.816272974,0.150643095,0.91129756,0.486659408,0.844187021,-0.054195788,0.973462522
no_error,0.473547935,0.385324091,0.546012044,0.999844968,0.372832388,0.429403394,0.303508669,0.999848425,0.509188175,0.451393604,0.225450724,0.999897778,0.348984182,0.610230803,0.066044003,0.999965847,0.437077641,0.625196517,-0.066607207,0.999979317,0.356382877,0.680197299,0.236948729,0.893184662,0.528168917,0.686518013,0.089262761,0.97516346,0.331023365,0.815727949,-0.001866914,0.930482328,0.486910075,0.843162835,-0.145651206,0.981684089
no_error,0.4767178,0.356257319,0.529721618,0.999895155,0.375373662,0.404002339,0.308719218,0.999846816,0.509441733,0.420478046,0.190945908,0.999925435,0.353764653,0.587372243,0.070939668,0.999958992,0.438020676,0.602492452,-0.071461327,0.999974906,0.361144334,0.679041386,0.217031419,0.924451172,0.52728343,0.688703597,0.005149314,0.984408379,0.330819666,0.817410469,-0.017488608,0.951756239,0.485547006,0.845825613,-0.264198154,0.988616168
no_error,0.608843803,0.331421167,0.48362413,0.993509173,0.577270567,0.403198183,0.175452858,0.999106884,0.684446812,0.400179625,0.297427833,0.998569489,0.618976772,0.61353451,-0.037735224,0.99970305,0.695705473,0.610505164,0.037109211,0.999489546,0.520602763,0.686550915,-0.001740608,0.981157839,0.672181368,0.685536563,0.15967676,0.945854545,0.566234171,0.898330986,-0.081188783,0.964247167,0.688296258,0.882343054,0.08427266,0.911714792
no_error,0.604156613,0.374606967,0.456062317,0.995365798,0.574151039,0.446676373,0.164208114,0.999340355,0.680749655,0.434719503,0.2810269,0.998944759,0.620156527,0.649750769,-0.047098964,0.999804258,0.694830418,0.648427308,0.046499386,0.999667764,0.514374137,0.697873712,0.023145147,0.983096004,0.686902285,0.689318836,0.211887717,0.909280717,0.566364229,0.897789001,0.019445604,0.961764634,0.689005554,0.880749643,0.216153115,0.869994164
no_error,0.605524778,0.402467698,0.40289548,0.996784091,0.573041737,0.477392256,0.147390366,0.999530733,0.679584026,0.460205257,0.263812751,0.999246478,0.619511962,0.686620474,-0.045040134,0.999872446,0.693317652,0.679398477,0.04435708,0.99977833,0.511382878,0.70275569,0.023483567,0.983996511,0.690320194,0.683211923,0.219798014,0.887297511,0.567517996,0.898504078,0.008174937,0.949883342,0.689423203,0.87527597,0.238518238,0.814707935
no_error,0.603138685,0.409411728,0.448934346,0.998142898,0.573509097,0.484583408,0.166875437,0.999696255,0.680593014,0.473754734,0.306823283,0.999540746,0.623011231,0.701499581,-0.058175154,0.999927461,0.69452554,0.701150775,0.057340667,0.999873936,0.512342632,0.70674932,0.051091179,0.982032955,0.67924273,0.710968852,0.242830247,0.810293078,0.566990495,0.899782538,-0.073183186,0.953742921,0.684640467,0.88096565,0.100679845,0.796020627
no_error,0.606444776,0.405718476,0.416511834,0.998917222,0.574134111,0.485393047,0.155528933,0.99980849,0.681928933,0.475154549,0.282482505,0.999711275,0.621162653,0.699798644,-0.050162904,0.999960721,0.693809271,0.698373258,0.049355134,0.999932826,0.513060391,0.711287439,0.07834027,0.982765079,0.687859297,0.705388427,0.23801814,0.807258546,0.565388918,0.896084189,0.04595245,0.957214534,0.684816539,0.883767962,0.196510345,0.81605202
no_error,0.603702724,0.358331531,0.457802236,0.998962581,0.574035764,0.436258435,0.159364074,0.999795973,0.680741012,0.425264865,0.286788106,0.999636292,0.619199932,0.6462906,-0.049049448,0.999965966,0.695195496,0.638635576,0.048374306,0.999943137,0.522402167,0.697619021,0.006969327,0.985264242,0.667873919,0.681815445,0.194454283,0.809624732,0.565339625,0.900760293,-0.053907461,0.959618747,0.68728143,0.880048871,0.13921541,0.810924709
no_error,0.603715956,0.317550153,0.483320922,0.998671114,0.570479333,0.405213922,0.173660278,0.999714136,0.678710997,0.389565259,0.282272279,0.999426484,0.616032124,0.607378125,-0.034283921,0.999950588,0.6945436,0.59084332,0.033896554,0.999915898,0.528381109,0.68230474,-0.016230177,0.984089851,0.680563867,0.679036856,0.138449728,0.828915119,0.56636256,0.901366889,-0.081426874,0.956204414,0.686727762,0.882427096,0.086566761,0.811901093
no_error,0.607984543,0.27492553,0.516632974,0.997169495,0.573602021,0.351508349,0.189602003,0.999349117,0.680371225,0.33934319,0.309287518,0.998427331,0.61779964,0.565689564,-0.038901404,0.999915481,0.693572998,0.553685129,0.038443808,0.99984014,0.533307672,0.669426799,-0.050620582,0.981262088,0.675935686,0.678685248,0.117888466,0.844781637,0.566767037,0.894528151,-0.145808578,0.952263832,0.688014925,0.880250037,0.034240033,0.812142909
no_error,0.546640992,0.407413155,0.358216405,0.998619616,0.538533032,0.488443017,0.099876262,0.999596,0.636891901,0.448304445,0.261870027,0.999021709,0.628012061,0.697946072,-0.077076748,0.999896526,0.691226125,0.675631404,0.076494768,0.999720514,0.498425692,0.733509421,0.035279438,0.975425124,0.625102818,0.711574197,0.285734624,0.594048798,0.562784195,0.933321714,-0.040706255,0.962322354,0.666740119,0.8509745,0.236182764,0.699116468
no_error,0.551412642,0.431416631,0.337598354,0.998900354,0.53914398,0.511997283,0.098822996,0.999689043,0.637618005,0.471910357,0.250825763,0.999207854,0.638076723,0.732914627,-0.080142923,0.999928832,0.693379223,0.699099541,0.079655074,0.99980706,0.498635143,0.739064753,0.036658362,0.973236978,0.616844535,0.711551547,0.332131982,0.493263483,0.564253032,0.93242383,0.015809016,0.96170795,0.667610824,0.842351913,0.37188381,0.659261942
no_error,0.551779866,0.440218925,0.290549278,0.999243319,0.540009022,0.52143985,0.064937726,0.999759316,0.641147554,0.477987885,0.207238331,0.999350846,0.638413131,0.747345865,-0.077438965,0.999949932,0.693246961,0.71717459,0.07693062,0.99986285,0.500697136,0.746429086,0.031883694,0.969599545,0.619793057,0.706136286,0.344388872,0.409590214,0.56418258,0.925016224,0.060306594,0.940636933,0.66279614,0.833706796,0.406052232,0.586623669
no_error,0.54936415,0.42678833,0.33354491,0.999345064,0.539658487,0.506691277,0.096891686,0.999782681,0.640793204,0.465361506,0.249402151,0.999344826,0.637002409,0.721288681,-0.078608371,0.999957681,0.692628801,0.687152505,0.078036577,0.999876678,0.504074574,0.744176865,0.004985063,0.963582516,0.609405994,0.695298433,0.332827121,0.337474287,0.565274656,0.926742852,-0.035289466,0.929821491,0.657006264,0.82141906,0.360663235,0.519785941
no_error,0.546292603,0.389362514,0.408359379,0.998469472,0.538199961,0.4475618,0.130135849,0.999730527,0.637986302,0.416108131,0.286298752,0.999016464,0.634108841,0.642877758,-0.085050642,0.999949396,0.69543153,0.624395251,0.084428973,0.999859333,0.509806812,0.719142556,-0.017877338,0.959558427,0.620565593,0.670100629,0.260413229,0.28713432,0.566341221,0.933585763,-0.077765152,0.944499969,0.668992221,0.843793333,0.206214488,0.542133749
no_error,0.543894053,0.365265191,0.410419822,0.997850418,0.53803581,0.41602242,0.137065098,0.99974525,0.632933497,0.390908748,0.288633972,0.998940766,0.629421651,0.611221194,-0.082747273,0.999956846,0.694567382,0.59031713,0.08206965,0.999878347,0.515037954,0.709591448,-0.007559082,0.962868631,0.638170362,0.654339254,0.317559421,0.270021051,0.567081153,0.933696389,-0.110418886,0.953126788,0.671230495,0.832796574,0.302734047,0.556944191
